batch,provisional_case_id,event_year,event_date_original,normalized_date,date_precision,event_time,municipality,locality,latitude,longitude,location_precision,region,medium,phenomenon_class,secondary_tags,short_case_summary,witness_count,witness_class,agency_or_institution,evidence_type,source_tier,source_name,source_url,archived_url,source_date,language,duplicate_status,possible_existing_case_match,confidence_score,confidence_label,conventional_explanation_check,why_it_counts,unresolved_questions,recommended_followup,foia_candidate_agency,notes
6,PRUAP-GAP-PDF-008,1987,a couple of days before 31 May 1987,1987-05,approximate,,Lajas,Laguna Cartagena / Sierra Bermeja slope,,,locality,Southwest PR / Lajas valley,ground,military_activity,two_policemen;black_helicopter;missing_time;silver_suits;black_cable;possible_drugging,Two off-duty policemen fishing near Laguna Cartagena a couple of days before the 31 May 1987 explosion saw men in silvery suits with geiger-counter-like devices and others hauling thick black cable into the lagoon's grass-free area. A big unmarked black helicopter ordered them down by loudspeaker; armed men in black took them to a tent camp with an American officer. They next remember waking dazed face-down on a dirt road - a probable missing-time / drugging episode. One policeman later moved to New York.,2,law enforcement (off-duty),unidentified military/security personnel,witness narrative (single-researcher compilation account),T4,"Jorge Martin, 'What is Going on in Puerto Rico' compilation article (c.1995, reproduced 2001) - extraction case M21",What is Going on in Puerto Rico (Jorge Martin).pdf,"(n/a - local PDF/book source, no web URL to archive)",c.1995 (article),en,NEW vs 470-ledger + 32 prior candidates,none,30,low-medium,"A classified military operation plus a missing-time claim; cannot be assessed. Anecdotal, witnesses anonymous.",Police-witness account of a black-operation/missing-time episode at the 1987 Lajas epicentre.,Witness identities; nature of the operation.,Cannot pin without witness cooperation.,US Army / DoD (SW PR June 1987),"Extraction case M21. Single-researcher (Jorge Martin) compilation account; anecdotal, unverified - score capped low."
6,PRUAP-GAP-PDF-009,1988,"Wednesday 8 March 1988, ~17:40",1988-03-08,exact,~17:40,Lajas,Parcelas Betances community,,,locality,Southwest PR / Lajas valley,aerial,triangle_object,black_triangle_pyramid;colored_lights;multi_witness,Jesús Padilla and several Parcelas Betances neighbours saw a black triangle/pyramid-shaped object with coloured lights fly over the sector and away to the west.,multiple,civilian (multi-witness),,witness narrative (single-researcher compilation account),T4,"Jorge Martin, 'What is Going on in Puerto Rico' compilation article (c.1995, reproduced 2001) - extraction case M23",What is Going on in Puerto Rico (Jorge Martin).pdf,"(n/a - local PDF/book source, no web URL to archive)",c.1995 (article),en,NEW vs 470-ledger + 32 prior candidates,none,36,medium,A night triangle with coloured lights can be a conventional aircraft; brief description limits assessment.,Date/time/locality-anchored 1988 Betances case with a named witness; not in ledger.,Fuller description; corroboration.,Inexplicata / Evidencia OVNI March 1988 Lajas backfiles.,(none),"Extraction case M23. Single-researcher (Jorge Martin) compilation account; anecdotal, unverified - score capped low."
6,PRUAP-GAP-PDF-010,1988,1 April 1988,1988-04-01,exact,,Lajas,Betances community / Sierra Bermeja,,,locality,Southwest PR / Lajas valley,aerial,cigar_cylinder,cigar_object;two_satellite_objects;over_Voice_of_America_site;multi_witness,"After another explosion, a huge cigar-shaped object with coloured lights and two smaller objects emerging from it hovered over Laguna Cartagena then positioned over Sierra Bermeja above the under-construction 'Voice of America' radio-station site; the smaller object re-entered the larger, which flew west and vanished. Named witnesses Dora Rodríguez Acosta, Edgardo Plaza, Karen Mercado, Marylin Acosta.",multiple (4+ named),civilian (multi-witness),,witness narrative (single-researcher compilation account),T4,"Jorge Martin, 'What is Going on in Puerto Rico' compilation article (c.1995, reproduced 2001) - extraction case M24",What is Going on in Puerto Rico (Jorge Martin).pdf,"(n/a - local PDF/book source, no web URL to archive)",c.1995 (article),en,NEW vs 470-ledger + 32 prior candidates,none,36,medium,Cigar 'mothership' releasing sub-objects is a recurring SW-PR motif; conventional fit is poor but the account is single-researcher.,"Exact-date 1988 Betances case, multiple named witnesses, Voice of America site context; not in ledger.",Corroboration; the preceding 'explosion'.,Cross-check with M22 (4 March 1988) Lajas explosion.,(none),"Extraction case M24. Single-researcher (Jorge Martin) compilation account; anecdotal, unverified - score capped low."
6,PRUAP-GAP-PDF-011,1988,November 1988,1988-11,month,,Lajas,Betances community / Sierra Bermeja,,,locality,Southwest PR / Lajas valley,aerial,cigar_cylinder,cigar_UFO;mass_witness_~300;political_rally;sub_objects_released;~30min,"A cigar-shaped luminous UFO hovered above the Betances community then over Sierra Bermeja and Laguna Cartagena, releasing many smaller luminous objects; the ~30-minute sighting was witnessed by ~300 people attending a political rally.",~300,civilian (mass-witness),,witness narrative (single-researcher compilation account),T4,"Jorge Martin, 'What is Going on in Puerto Rico' compilation article (c.1995, reproduced 2001) - extraction case M25",What is Going on in Puerto Rico (Jorge Martin).pdf,"(n/a - local PDF/book source, no web URL to archive)",c.1995 (article),en,NEW vs 470-ledger + 32 prior candidates,none,38,medium,"Large crowd, month-only date; a luminous object misidentified by a rally crowd is possible but the released-sub-objects detail is anomalous.",~300-witness 1988 mass sighting at a datable public event; not represented in the ledger.,Which rally / exact date - the rally date should be pinnable.,Identify the Nov-1988 Lajas-area political rally to pin the date.,(none),"Extraction case M25. Single-researcher (Jorge Martin) compilation account; anecdotal, unverified - score capped low."
6,PRUAP-GAP-PDF-012,1991,"17 August 1991, ~02:00",1991-08-17,exact,~02:00,Lajas,"Olivares sector, mountain dividing Olivares from La Parguera",,,locality,Southwest PR / Lajas valley,aerial,disc_object,witch_hat_craft;humming;light_column_to_ground;near_aerostat,"Luis Collado, driving in the Olivares sector, saw a craft suspended over the mountain between Olivares and La Parguera - a flying saucer with a conical 'witch-hat' top, metallic silvery, many lights, humming - with a swirling semi-luminous column of mist/light descending from its underside to the ground.",1,civilian,,witness narrative (single-researcher compilation account),T4,"Jorge Martin, 'What is Going on in Puerto Rico' compilation article (c.1995, reproduced 2001) - extraction case M27",What is Going on in Puerto Rico (Jorge Martin).pdf,"(n/a - local PDF/book source, no web URL to archive)",c.1995 (article),en,NEW vs 470-ledger + 32 prior candidates,none,32,low-medium,"Single witness, pre-dawn; the descending light/mist column is the distinctive element. Anecdotal.",Exact-date 1991 Olivares craft near the radar aerostat; pairs with M28.,The article dates a near-identical Dolín Acosta sighting to 17 Aug 1990 (M28) - a possible source date error.,Resolve the 1990/1991 date discrepancy with M28.,(none),"Extraction case M27. Single-researcher (Jorge Martin) compilation account; anecdotal, unverified - score capped low."
6,PRUAP-GAP-PDF-013,1990,"17 August 1990, ~02:00-02:30 (article also gives 1991)",1990-08-17,exact (year disputed in source),~02:00-02:30,Lajas,"Olivares sector, mountain near the aerostat facilities",,,locality,Southwest PR / Lajas valley,aerial,disc_object,witch_hat_craft;light_column_to_ground;near_aerostat;~1hr;multi_witness,"Dolín Acosta, her daughters and a son-in-law independently saw a craft 'like a flying saucer with a pointed thing on top and many lights' with a swirling column of 'smoke' descending to the ground, hovering ~1 hour over the same mountain near the aerostat. The article gives 1990 here and 1991 for the near-identical Luis Collado sighting (M27).",multiple (Acosta family),civilian (multi-witness),,witness narrative (single-researcher compilation account),T4,"Jorge Martin, 'What is Going on in Puerto Rico' compilation article (c.1995, reproduced 2001) - extraction case M28",What is Going on in Puerto Rico (Jorge Martin).pdf,"(n/a - local PDF/book source, no web URL to archive)",c.1995 (article),en,NEW vs 470-ledger + 32 prior candidates,none,30,low-medium,"Multi-witness, ~1hr; the internal 1990/1991 date discrepancy weakens it. Anecdotal.",Multi-witness 1991-or-1990 Olivares craft; pairs with M27.,Whether M27 and M28 are the SAME event reported on conflicting years.,Operator merge/split decision vs M27 once a firm year is established.,(none),"Extraction case M28. Single-researcher (Jorge Martin) compilation account; anecdotal, unverified - score capped low."
6,PRUAP-GAP-PDF-014,1991,November 1991,1991-11,month,,Lajas,"Road 116, near the aerostat radar blimp",,,road segment,Southwest PR / Lajas valley,aerial,disc_object,huge_saucer;next_to_radar_blimp;multi_witness,"Jocelyn Irizarry and her family saw a huge flying-saucer-shaped craft in the air next to the aerostat radar blimp, from Road 116, Lajas.",multiple (Irizarry family),civilian (multi-witness),,witness narrative (single-researcher compilation account),T4,"Jorge Martin, 'What is Going on in Puerto Rico' compilation article (c.1995, reproduced 2001) - extraction case M29",What is Going on in Puerto Rico (Jorge Martin).pdf,"(n/a - local PDF/book source, no web URL to archive)",c.1995 (article),en,NEW vs 470-ledger + 32 prior candidates,none,28,low-medium,"Brief account, month-only; a craft 'next to' a blimp could be a misperception of the blimp itself or nearby aircraft.",Adds a named-witness Nov-1991 Lajas case at the aerostat.,Exact date; fuller description.,Cross-reference the cluster of aerostat-proximate Lajas sightings.,(none),"Extraction case M29. Single-researcher (Jorge Martin) compilation account; anecdotal, unverified - score capped low."
6,PRUAP-GAP-PDF-015,1990,early hours of 31 August 1990,1990-08-31,exact,early hours,Lajas,"Road 101, Palmarejo sector, near Laguna Cartagena",,,road segment,Southwest PR / Lajas valley,ground,humanoid_encounter,five_grey_beings;road_encounter;threatening_phone_call;private_number,"Manuel (Miguel) Figueroa, driving on Road 101 near Laguna Cartagena, came upon five Grey-type beings walking down the road - thin, large heads, pointed ears, almond eyes emitting white light, three-fingered. He followed until they jumped a bridge into a creek connecting to the lagoon. Next morning he received a Spanish, American-accented phone call warning him not to tell anyone - his number was private and listed under another name.",1,civilian,,witness narrative (single-researcher compilation account),T4,"Jorge Martin, 'What is Going on in Puerto Rico' compilation article (c.1995, reproduced 2001) - extraction case M30",What is Going on in Puerto Rico (Jorge Martin).pdf,"(n/a - local PDF/book source, no web URL to archive)",c.1995 (article),en,NEW vs 470-ledger + 32 prior candidates,none,30,low-medium,"Single-witness humanoid encounter; the unlisted-number warning call is the corroborating oddity. Anecdotal, unverifiable.",Exact-date 1990 humanoid road encounter in the Laguna Cartagena corridor.,Witness identity confirmation.,(none feasible).,(none),"Extraction case M30. Single-researcher (Jorge Martin) compilation account; anecdotal, unverified - score capped low."
6,PRUAP-GAP-PDF-016,1991,"13 August 1991, ~02:00 (creatures returned ~2 weeks later)",1991-08-13,exact,~02:00,Lajas,"Maguayo community, home next to Laguna Cartagena",,,locality,Southwest PR / Lajas valley,ground,humanoid_encounter,two_grey_creatures;examining_plant;return_visit;disc_overflight_after,"Marisol Camacho saw two ~4-ft grey creatures (egg heads, large black eyes, four-fingered, naked) on her balcony taking leaves from her Monstera plant and mumbling; she felt frozen. They left toward Laguna Cartagena. They returned ~2 weeks later; a week after that neighbours saw a brilliantly coloured disc hover ~50 ft above her home ~3 minutes at 21:30.",1 (+ neighbours for the later disc),civilian,,witness narrative (single-researcher compilation account),T4,"Jorge Martin, 'What is Going on in Puerto Rico' compilation article (c.1995, reproduced 2001) - extraction case M31",What is Going on in Puerto Rico (Jorge Martin).pdf,"(n/a - local PDF/book source, no web URL to archive)",c.1995 (article),en,NEW vs 470-ledger + 32 prior candidates,none,30,low-medium,Single-witness humanoid encounter with a return visit and a later neighbour-witnessed disc. Anecdotal.,Exact-date 1991 humanoid encounter with a follow-on multi-witness disc sighting.,Corroboration of the creature visits.,(none feasible).,(none),"Extraction case M31. Single-researcher (Jorge Martin) compilation account; anecdotal, unverified - score capped low."
6,PRUAP-GAP-PDF-017,,"[date not given], ~11:30",,none given,~11:30 (per text),Lajas,"Cuesta Blanca sector, between La Parguera and Laguna Cartagena",,,locality,Southwest PR / Lajas valley,ground,humanoid_encounter,creature_in_irrigation_canal;salamander_like;crushed_water_lilies_trail,"Ulises Pérez, riding a motorcycle on a dirt road, saw a creature crouched on a log at an irrigation canal - pale 'raw' whitish skin with pink-red dots (like a pale salamander), big head, huge black eyes. It leapt under the canal's water lilies; relatives later found a trail of crushed water lilies. The canal connects to Laguna Cartagena.",1 (+ relatives for the trace),civilian,,witness narrative (single-researcher compilation account),T4,"Jorge Martin, 'What is Going on in Puerto Rico' compilation article (c.1995, reproduced 2001) - extraction case M32",What is Going on in Puerto Rico (Jorge Martin).pdf,"(n/a - local PDF/book source, no web URL to archive)",c.1995 (article),en,NEW vs 470-ledger + 32 prior candidates,none,24,low,No date; single witness; the crushed-lily trail is the only physical element. Could be a misidentified animal. Anecdotal.,Named-witness creature encounter with a physical trace in the Laguna Cartagena watershed.,No date; whether the lily trail was photographed.,Date via Jorge Martin backfiles.,(none),"Extraction case M32. Single-researcher (Jorge Martin) compilation account; anecdotal, unverified - score capped low."
6,PRUAP-GAP-PDF-018,,[date not given],,none given,,Lajas,"Olivares sector, home facing the radar-blimp facility",,,locality,Southwest PR / Lajas valley,ground,humanoid_encounter,six_grey_creatures;shape_change;passed_through_blinds;chased_into_Sierra_Bermeja,"Eleuterio Acosta, an 80-year-old man, confronted five small grey creatures inside his Olivares house, threatening them with a stick. A taller being outside the blinds spoke fast jargon; the small ones ran to the window, 'changed shape' and passed out through the venetian blinds. All six fled up into Sierra Bermeja.",1,civilian,,witness narrative (single-researcher compilation account),T4,"Jorge Martin, 'What is Going on in Puerto Rico' compilation article (c.1995, reproduced 2001) - extraction case M33",What is Going on in Puerto Rico (Jorge Martin).pdf,"(n/a - local PDF/book source, no web URL to archive)",c.1995 (article),en,NEW vs 470-ledger + 32 prior candidates,none,24,low,No date; single elderly witness; the 'shape change / passed through blinds' detail is highly anomalous and unverifiable.,Named-witness humanoid encounter directly facing the Lajas radar aerostat.,No date.,(none feasible).,(none),"Extraction case M33. Single-researcher (Jorge Martin) compilation account; anecdotal, unverified - score capped low."
6,PRUAP-GAP-PDF-019,1991,May 1991,1991-05,month,,Lajas,Olivares sector,,,locality,Southwest PR / Lajas valley,ground,humanoid_encounter,attempted_abduction;fought_off;minimal_detail,"Albita Acosta, an Olivares resident and witness to many UFOs near the radar blimp, fought off and prevented an apparent attempted abduction by the same type of grey creatures. The article gives no further detail.",1,civilian,,witness narrative (single-researcher compilation account),T4,"Jorge Martin, 'What is Going on in Puerto Rico' compilation article (c.1995, reproduced 2001) - extraction case M34",What is Going on in Puerto Rico (Jorge Martin).pdf,"(n/a - local PDF/book source, no web URL to archive)",c.1995 (article),en,NEW vs 470-ledger + 32 prior candidates,none,22,low,Minimal detail; single witness; unassessable. Anecdotal.,A named-witness May-1991 attempted-abduction report in the Olivares cluster.,Almost no detail given in the source.,Seek the fuller account in Jorge Martin's files.,(none),"Extraction case M34. Single-researcher (Jorge Martin) compilation account; anecdotal, unverified - score capped low."
6,PRUAP-GAP-PDF-020,1990,a night in April 1990,1990-04,month,night,Lajas,aerostat radar-blimp concrete anchoring platform,,,locality,Southwest PR / Lajas valley,ground,humanoid_encounter,police_witnesses;grey_creatures;1050_backup_code;guarding_aerostat,Police guarding the radar-blimp facility saw what looked like children playing on the blimp's concrete anchoring platform; under a patrol-car spotlight they proved to be several 3-4-ft big-headed greyish creatures that fled. An officer radioed a '1050' backup code; a search after backup arrived found nothing.,multiple (police),law enforcement,Puerto Rico Police (aerostat security detail),witness narrative (single-researcher compilation account),T4,"Jorge Martin, 'What is Going on in Puerto Rico' compilation article (c.1995, reproduced 2001) - extraction case M35",What is Going on in Puerto Rico (Jorge Martin).pdf,"(n/a - local PDF/book source, no web URL to archive)",c.1995 (article),en,NEW vs 470-ledger + 32 prior candidates,none,30,low-medium,Police witnesses raise the witness class; nocturnal misidentification of animals/children still possible. Anecdotal.,Police-witness humanoid report at the Lajas aerostat; a radio-log ('1050') trail may exist.,Exact date; officers' identities.,PR Police radio/dispatch logs April 1990 Lajas.,Puerto Rico Police,"Extraction case M35. Single-researcher (Jorge Martin) compilation account; anecdotal, unverified - score capped low."
6,PRUAP-GAP-PDF-021,,"[date not given], after the aerostat blimp was built",,none given,,Lajas,aerostat facility premises,,,locality,Southwest PR / Lajas valley,aerial+ground,disc_object,top_shaped_saucer;golden_aura;near_landing;ground_circle_next_day;bulldozed,A group of policemen at the aerostat facility saw a top-shaped flying saucer with a golden aura that almost landed on the aerostat premises. The next day one of the mysterious ground circles appeared exactly where the UFO had been; it was 'erased' by orders to bulldoze the ground.,multiple (police),law enforcement,Puerto Rico Police / aerostat operators,witness narrative (single-researcher compilation account),T4,"Jorge Martin, 'What is Going on in Puerto Rico' compilation article (c.1995, reproduced 2001) - extraction case M36",What is Going on in Puerto Rico (Jorge Martin).pdf,"(n/a - local PDF/book source, no web URL to archive)",c.1995 (article),en,NEW vs 470-ledger + 32 prior candidates,none,26,low,No date; the bulldozed circle cannot be verified. Anecdotal.,Police-witness near-landing with a claimed ground trace at the Lajas aerostat.,No date; who ordered the bulldozing.,(none feasible without a date).,Puerto Rico Police,"Extraction case M36. Single-researcher (Jorge Martin) compilation account; anecdotal, unverified - score capped low."
6,PRUAP-GAP-PDF-022,1988,[date not given] (Martin links it to the 1988 underground-base accounts),,none given,,Lajas,"Sierra Bermeja, alleged underground base (El Cayúl mountain entrance)",,,regional,Southwest PR / Lajas valley,abduction_account,abduction_account,underground_base;high_ranking_military_officer;name_withheld;corroborates_Mercado,"A high-ranking military officer from western Puerto Rico (name withheld by Martin) was reportedly abducted and taken to the same alleged underground UFO base; his account matched Carlos Manuel Mercado's details, including the El Cayúl mountain entrance.",1 (anonymous),military (name withheld),,witness narrative (single-researcher compilation account),T4,"Jorge Martin, 'What is Going on in Puerto Rico' compilation article (c.1995, reproduced 2001) - extraction case M38",What is Going on in Puerto Rico (Jorge Martin).pdf,"(n/a - local PDF/book source, no web URL to archive)",c.1995 (article),en,NEW vs 470-ledger + 32 prior candidates,none,20,low,"Anonymous, undated, second-hand abduction claim; unverifiable.",A military-officer corroboration of the alleged Sierra Bermeja underground base.,Witness anonymous; no date.,(none feasible).,(none),"Extraction case M38. Single-researcher (Jorge Martin) compilation account; anecdotal, unverified - score capped low."
6,PRUAP-GAP-PDF-023,,[date not given],,none given,,Lajas,"Sierra Bermeja, alleged underground base (El Cayúl mountain entrance)",,,regional,Southwest PR / Lajas valley,abduction_account,abduction_account,underground_base;lajas_municipal_employee;independently_identified_entrance,"A woman who works for the Lajas municipal government was reportedly abducted by 'grey' aliens, examined, and taken to the underground base under Sierra Bermeja; she independently identified the El Cayúl mountain entrance.",1 (anonymous),civilian (municipal employee),,witness narrative (single-researcher compilation account),T4,"Jorge Martin, 'What is Going on in Puerto Rico' compilation article (c.1995, reproduced 2001) - extraction case M39",What is Going on in Puerto Rico (Jorge Martin).pdf,"(n/a - local PDF/book source, no web URL to archive)",c.1995 (article),en,NEW vs 470-ledger + 32 prior candidates,none,20,low,"Anonymous, undated abduction claim; unverifiable.",A second independent claimed identification of the El Cayúl underground-base entrance.,Witness anonymous; no date.,(none feasible).,(none),"Extraction case M39. Single-researcher (Jorge Martin) compilation account; anecdotal, unverified - score capped low."
6,PRUAP-GAP-PDF-024,,[date not given],,none given,,Lajas,"Sierra Bermeja, alleged base ventilation shaft; La Parguera",,,regional,Southwest PR / Lajas valley,ground,abduction_account,ventilation_shaft;joint_us_alien_facility;shaft_later_sealed;fisherman_found_dead,"A confidential source and his fisherman friend (surname Vega) from La Parguera reportedly entered the alleged joint U.S./alien underground facility through a concealed ventilation shaft, saw aliens and U.S. soldiers, and fled. The source later found the opening sealed with concrete; the fisherman friend was subsequently found dead, hanging by a shoelace from a low nail - a death the family found inexplicable.",2 (anonymous),civilian (confidential),,witness narrative (single-researcher compilation account),T4,"Jorge Martin, 'What is Going on in Puerto Rico' compilation article (c.1995, reproduced 2001) - extraction case M40",What is Going on in Puerto Rico (Jorge Martin).pdf,"(n/a - local PDF/book source, no web URL to archive)",c.1995 (article),en,NEW vs 470-ledger + 32 prior candidates,none,16,low,"Anonymous, undated, highly sensational; the only checkable element is a death record (unnamed). Unverifiable.",Logged for completeness as part of the Sierra Bermeja underground-base claim set.,Witness/decedent identities; no date.,(none feasible). Treat with strong caution.,(none),"Extraction case M40. Single-researcher (Jorge Martin) compilation account; anecdotal, unverified - score capped low."
6,PRUAP-GAP-PDF-025,1991,"a night in November 1991, ~21:00",1991-11,month,~21:00,Lajas,"El Papayo beach (between La Parguera, Lajas and Guánica)",,,locality,Southwest PR coast,aerial+maritime,disc_object,stadium_sized_saucer;over_sea;~30min_hover;Civil_Defense_director_witness,"Freddie Cruz (director, Lajas Civil Defense) and police, staking out for illegal-immigrant boats at El Papayo beach, saw a bright 'star' descend fast and resolve into a flying saucer 'the size of a stadium', very bright with coloured lights, hanging motionless ~25 ft above the sea for ~30 minutes before shooting up and vanishing.",multiple (Cruz + police),civilian official + law enforcement,Lajas Civil Defense; Puerto Rico Police,witness narrative (single-researcher compilation account),T4,"Jorge Martin, 'What is Going on in Puerto Rico' compilation article (c.1995, reproduced 2001) - extraction case M42",What is Going on in Puerto Rico (Jorge Martin).pdf,"(n/a - local PDF/book source, no web URL to archive)",c.1995 (article),en,NEW vs 470-ledger + 32 prior candidates,none,36,medium,"Named official witness and police; 'stadium-sized' is likely size-overestimation at night, but a 30-min low sea-hover is the anomalous core. Anecdotal.","Civil-Defense-director witness; pairs with M41 (same Freddie Cruz, 28 Apr 1992).",Exact date; police officers' identities.,Lajas Civil Defense / police logs Nov 1991.,Puerto Rico Police,"Extraction case M42. Single-researcher (Jorge Martin) compilation account; anecdotal, unverified - score capped low."
6,PRUAP-GAP-PDF-026,1989,"4 July 1989, ~20:30",1989-07-04,exact,~20:30,Luquillo,Sabana / Yuquiyú sector,,,locality,East PR / El Yunque foothills,aerial,aerial_light,oval_UFO;blackout_in_progress;high_speed_turns;jet_pursuit;Roosevelt_Roads,"During an electrical blackout on 4 July 1989, Rosa Dávila de Quiñones and Sabana-sector neighbours saw a very bright oval 'white-blue star' UFO over the rain forest perform high-speed angle turns and descend ~45 degrees toward El Yunque. Two jet fighters (believed scrambled from Roosevelt Roads) approached; the UFO changed course at high speed, brightened, and vanished over the Pitahaya Mountains still chased by the jets.",multiple,civilian (multi-witness),US Navy (jets believed from Roosevelt Roads NS),witness narrative (single-researcher compilation account),T4,"Jorge Martin, 'What is Going on in Puerto Rico' compilation article (c.1995, reproduced 2001) - extraction case M43",What is Going on in Puerto Rico (Jorge Martin).pdf,"(n/a - local PDF/book source, no web URL to archive)",c.1995 (article),en,NEW vs 470-ledger + 32 prior candidates,none,36,medium,Exact date; jet-pursuit detail; a bright object misidentified during a blackout is possible but the recorded jet scramble is checkable in principle.,Exact-date 1989 Luquillo case with named witness and a claimed military jet pursuit; not in ledger.,Whether Roosevelt Roads scrambled jets on 4 July 1989.,FOIA US Navy Roosevelt Roads flight ops 4 July 1989.,US Navy (Roosevelt Roads NS),"Extraction case M43. Single-researcher (Jorge Martin) compilation account; anecdotal, unverified - score capped low."
6,PRUAP-GAP-PDF-027,1990,"Friday 22 June 1990, 18:30",1990-06-22,exact,18:30,Cayey,"'Los Piñeros' sector, Guavate",,,locality,Central mountains PR,aerial,sphere_or_orb,ball_of_light;jet_pursuit;four_F14_type;AWAC_type_aircraft;military_officer_witness,"José Antonio Valdés, his wife Matilde and a visiting military-officer friend saw a large ball of bright yellow light with a red centre (~180 ft est.) fly horizontally NE->SW over the house at great speed; immediately four blue-grey jets (described as F-14 type) followed circling, then a large jet with a flattened radar dome (AWAC type) followed in the same direction. The officer judged it a search-and-pursuit operation.",3 (incl. a military officer),civilian + military officer,US military (jets / AWAC-type aircraft),witness narrative (single-researcher compilation account),T4,"Jorge Martin, 'What is Going on in Puerto Rico' compilation article (c.1995, reproduced 2001) - extraction case M44",What is Going on in Puerto Rico (Jorge Martin).pdf,"(n/a - local PDF/book source, no web URL to archive)",c.1995 (article),en,NEW vs 470-ledger + 32 prior candidates,none,36,medium,Exact date/time; a military officer present interpreted it as a pursuit. The ball of light + coordinated jet/AWAC response is the anomalous core.,Exact-date 1990 Cayey case with a military-officer witness and a claimed multi-aircraft pursuit.,Officer's identity/branch; which aircraft.,FOIA SJU airspace / Roosevelt Roads ops 22 June 1990.,US Navy / FAA,"Extraction case M44. Single-researcher (Jorge Martin) compilation account; anecdotal, unverified - score capped low."
6,PRUAP-GAP-PDF-028,1990,28 June 1990,1990-06-28,exact,,Yabucoa,Barrio Playita,,,locality,Southeast PR coast,aerial,aerial_light,UFO_outdodging_jets;brief;single_witness,"José Rodríguez, a Barrio Playita resident, saw a UFO 'play with' U.S. jet fighters, out-dodging them at great speed for a couple of minutes, then fly off southwest still followed at a distance.",1,civilian,US military (jets),witness narrative (single-researcher compilation account),T4,"Jorge Martin, 'What is Going on in Puerto Rico' compilation article (c.1995, reproduced 2001) - extraction case M45",What is Going on in Puerto Rico (Jorge Martin).pdf,"(n/a - local PDF/book source, no web URL to archive)",c.1995 (article),en,NEW vs 470-ledger + 32 prior candidates,none,28,low-medium,"Single witness, brief; the jet-evasion detail is the anomalous element. Anecdotal.",Exact-date 1990 Yabucoa case; same June-1990 jet-pursuit window as M44.,Fuller description; corroboration.,Cross-check the late-June 1990 jet-activity cluster (M44/M45).,US Navy,"Extraction case M45. Single-researcher (Jorge Martin) compilation account; anecdotal, unverified - score capped low."
6,PRUAP-GAP-PDF-029,1990,"18 July 1990, 00:10",1990-07-18,exact,00:10,Juana Díaz,Fort Allen (US Army Reserve & Communications Base),,,exact (base),South PR coast,aerial,disc_object,military_base;perimeter_lit;personnel_confined_indoors;F18_scramble;downward_beam,"A confidential military officer stationed at Fort Allen reported the base perimeter lit by a powerful white light and an order for all personnel to stay indoors. Over the coast just south of the base he saw a circular metallic disc with revolving window lights and a turbine-like protrusion projecting a white-pink beam downward. Two jets (judged F-18 type) flew over; the object departed west at great speed with a 'rushing wind' sound, jets following.","1 (military officer, confidential)",military,US Army (Fort Allen),witness narrative (single-researcher compilation account),T4,"Jorge Martin, 'What is Going on in Puerto Rico' compilation article (c.1995, reproduced 2001) - extraction case M46",What is Going on in Puerto Rico (Jorge Martin).pdf,"(n/a - local PDF/book source, no web URL to archive)",c.1995 (article),en,NEW vs 470-ledger + 32 prior candidates,none,35,medium,Single confidential military witness; the base-lockdown order and F-18 response would leave records if real. Anecdotal as relayed.,Military-base case with an exact date/time and a claimed personnel lockdown - a FOIA-checkable event.,Officer's identity; whether a lockdown occurred.,FOIA US Army Fort Allen duty/incident logs 18 July 1990.,US Army (Fort Allen / Juana Díaz),"Extraction case M46. Single-researcher (Jorge Martin) compilation account; anecdotal, unverified - score capped low."
6,PRUAP-GAP-PDF-030,1990,"19 December 1990, 17:30",1990-12-19,exact,17:30,Caguas,Bairoa Park / Mirador Bairoa developments,,,locality,Central-east PR / San Juan metro fringe,aerial,sphere_or_orb,big_silent_ball_of_light;helicopter_pursuit;man_in_open_door;two_witnesses,"Mario Orlando Rodríguez (graphic artist) and Zahíra Milagros Larregoity (13) saw unmarked dark-green military helicopters fly low over Caguas houses; one had a man strapped in an open side door shouting and pointing. In the indicated direction was a big silent 'pearl' with a yellowish aura and a red centre, ~size of a 747, flying SE->NW while the helicopters chased it. The girl independently described a big silent yellow ball before the helicopters appeared.",2 (independent),civilian (multi-witness),unmarked military helicopters,witness narrative (single-researcher compilation account),T4,"Jorge Martin, 'What is Going on in Puerto Rico' compilation article (c.1995, reproduced 2001) - extraction case M47",What is Going on in Puerto Rico (Jorge Martin).pdf,"(n/a - local PDF/book source, no web URL to archive)",c.1995 (article),en,NEW vs 470-ledger + 32 prior candidates,none,38,medium,Exact date/time; two independent witnesses; helicopter activity is checkable. The silent ball + open-door observer is the anomalous core.,"Exact-date 1990 Caguas case, two independent witnesses, military-helicopter pursuit; same mountain as M48.",Which helicopter unit.,FOIA PR National Guard / US Army helicopter ops 19 Dec 1990.,PR National Guard / US Army,"Extraction case M47. Single-researcher (Jorge Martin) compilation account; anecdotal, unverified - score capped low."
